taxonID,scientificName,kingdom,phylum,class,order,family,genus,species,rank,status
2474,Myxotrichaceae,Fungi,Ascomycota,Leotiomycetes,Helotiales,Myxotrichaceae,,,FAMILY,ACCEPTED
2475,Microtheliopsidaceae,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Microtheliopsidaceae,,,FAMILY,ACCEPTED
2476,Micropeltidaceae,Fungi,Ascomycota,Dothideomycetes,Microthyriales,Micropeltidaceae,,,FAMILY,ACCEPTED
2477,Lautosporaceae,Fungi,Ascomycota,Dothideomycetes,,Lautosporaceae,,,FAMILY,ACCEPTED
2478,Englerulaceae,Fungi,Ascomycota,Dothideomycetes,,Englerulaceae,,,FAMILY,ACCEPTED
2479,Diporothecaceae,Fungi,Ascomycota,Dothideomycetes,,Diporothecaceae,,,FAMILY,ACCEPTED
2480,Brefeldiellaceae,Fungi,Ascomycota,Dothideomycetes,,Brefeldiellaceae,,,FAMILY,ACCEPTED
2481,Aspidotheliaceae,Fungi,Ascomycota,Dothideomycetes,,Aspidotheliaceae,,,FAMILY,ACCEPTED
2482,Argynnaceae,Fungi,Ascomycota,Dothideomycetes,Mytilinidiales,Argynnaceae,,,FAMILY,ACCEPTED
2483,Diurodrilidae,Animalia,Annelida,Polychaeta,Eunicida,Diurodrilidae,,,FAMILY,ACCEPTED
2484,Dinophilidae,Animalia,Annelida,Polychaeta,Eunicida,Dinophilidae,,,FAMILY,ACCEPTED
2485,Cossuridae,Animalia,Annelida,Polychaeta,,Cossuridae,,,FAMILY,ACCEPTED
2486,Carinomidae,Animalia,Nemertea,Palaeonemertea,,Carinomidae,,,FAMILY,ACCEPTED
2487,Terebellidae,Animalia,Annelida,Polychaeta,,Terebellidae,,,FAMILY,ACCEPTED
2488,Sternaspidae,Animalia,Annelida,Polychaeta,,Sternaspidae,,,FAMILY,ACCEPTED
2489,Poeobiidae,Animalia,Annelida,Polychaeta,,Flabelligeridae,,,FAMILY,SYNONYM
2490,Leioclemidae,Animalia,Bryozoa,Stenolaemata,Trepostomatida,Leioclemidae,,,FAMILY,ACCEPTED
2491,Xenosellidae,Animalia,Arthropoda,Malacostraca,Isopoda,Xenosellidae,,,FAMILY,ACCEPTED
2492,Xenarcturidae,Animalia,Arthropoda,Malacostraca,Isopoda,Xenarcturidae,,,FAMILY,ACCEPTED
2493,Linaceae,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Linaceae,,,FAMILY,ACCEPTED
2494,Monimiaceae,Plantae,Tracheophyta,Magnoliopsida,Laurales,Monimiaceae,,,FAMILY,ACCEPTED
2495,Hernandiaceae,Plantae,Tracheophyta,Magnoliopsida,Laurales,Hernandiaceae,,,FAMILY,ACCEPTED
2496,Calycanthaceae,Plantae,Tracheophyta,Magnoliopsida,Laurales,Calycanthaceae,,,FAMILY,ACCEPTED
2497,Lamiaceae,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,,,FAMILY,ACCEPTED
2498,Boraginaceae,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,,,FAMILY,ACCEPTED
2499,Juglandaceae,Plantae,Tracheophyta,Magnoliopsida,Fagales,Juglandaceae,,,FAMILY,ACCEPTED
2500,Hamamelidaceae,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Hamamelidaceae,,,FAMILY,ACCEPTED
2501,Cercidiphyllaceae,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Cercidiphyllaceae,,,FAMILY,ACCEPTED
2502,Loganiaceae,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Loganiaceae,,,FAMILY,ACCEPTED
2503,Gentianaceae,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Gentianaceae,,,FAMILY,ACCEPTED
2504,Pyrolaceae,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,,,FAMILY,SYNONYM
2505,Ericaceae,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,,,FAMILY,ACCEPTED
2506,Empetraceae,Plantae,Tracheophyta,Magnoliopsida,Ericales,Empetraceae,,,FAMILY,ACCEPTED
2507,Styracaceae,Plantae,Tracheophyta,Magnoliopsida,Ericales,Styracaceae,,,FAMILY,ACCEPTED
2508,Valerianaceae,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Valerianaceae,,,FAMILY,ACCEPTED
2509,Dipsacaceae,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Dipsacaceae,,,FAMILY,ACCEPTED
2510,Adoxaceae,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Adoxaceae,,,FAMILY,ACCEPTED
2511,Dilleniaceae,Plantae,Tracheophyta,Magnoliopsida,Dilleniales,Dilleniaceae,,,FAMILY,ACCEPTED
2512,Diapensiaceae,Plantae,Tracheophyta,Magnoliopsida,Ericales,Diapensiaceae,,,FAMILY,ACCEPTED
2513,Icacinaceae,Plantae,Tracheophyta,Magnoliopsida,Icacinales,Icacinaceae,,,FAMILY,ACCEPTED
2514,Hippocrateaceae,Plantae,,,,Hippocrateaceae,,,FAMILY,ACCEPTED
2515,Corynocarpaceae,Plantae,Tracheophyta,Magnoliopsida,Cucurbitales,Corynocarpaceae,,,FAMILY,ACCEPTED
2516,Phytolaccaceae,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Phytolaccaceae,,,FAMILY,ACCEPTED
2517,Molluginaceae,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Molluginaceae,,,FAMILY,ACCEPTED
2518,Caryophyllaceae,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,,,FAMILY,ACCEPTED
2519,Cactaceae,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,,,FAMILY,ACCEPTED
2520,Nudacotylidae,Animalia,Platyhelminthes,Trematoda,Plagiorchiida,Nudacotylidae,,,FAMILY,ACCEPTED
2521,Notocotylidae,Animalia,Platyhelminthes,Trematoda,Plagiorchiida,Notocotylidae,,,FAMILY,ACCEPTED
2522,Microscaphidiidae,Animalia,Platyhelminthes,Trematoda,Plagiorchiida,Microscaphidiidae,,,FAMILY,ACCEPTED
2523,Mesometridae,Animalia,Platyhelminthes,Trematoda,Plagiorchiida,Mesometridae,,,FAMILY,ACCEPTED
2524,Heronimidae,Animalia,Platyhelminthes,Trematoda,Plagiorchiida,Heronimidae,,,FAMILY,ACCEPTED
2525,Haplosplanchnidae,Animalia,Platyhelminthes,Trematoda,Plagiorchiida,Haplosplanchnidae,,,FAMILY,ACCEPTED
2526,Haploporidae,Animalia,Platyhelminthes,Trematoda,Plagiorchiida,Haploporidae,,,FAMILY,ACCEPTED
2527,Fasciolidae,Animalia,Platyhelminthes,Trematoda,Plagiorchiida,Fasciolidae,,,FAMILY,ACCEPTED
2528,Echinostomatidae,Animalia,Platyhelminthes,Trematoda,Plagiorchiida,Echinostomatidae,,,FAMILY,ACCEPTED
2529,Cyclocoelidae,Animalia,Platyhelminthes,Trematoda,Plagiorchiida,Cyclocoelidae,,,FAMILY,ACCEPTED
2530,Brumptidae,Animalia,Platyhelminthes,Trematoda,Plagiorchiida,Brumptidae,,,FAMILY,DOUBTFUL
2531,Botulidae,Animalia,Platyhelminthes,Trematoda,Plagiorchiida,Hirudinellidae,,,FAMILY,SYNONYM
2532,Tetrasteridae,Animalia,Platyhelminthes,Trematoda,,Tetrasteridae,,,FAMILY,ACCEPTED
2533,Sclerodistomidae,Animalia,Platyhelminthes,Trematoda,Plagiorchiida,Sclerodistomidae,,,FAMILY,ACCEPTED
2534,Mabiaramidae,Animalia,Platyhelminthes,Trematoda,Plagiorchiida,Sclerodistomidae,,,FAMILY,SYNONYM
2535,Lobatovitelliovariidae,Animalia,Platyhelminthes,Trematoda,,Lobatovitelliovariidae,,,FAMILY,ACCEPTED
2536,Hirudinellidae,Animalia,Platyhelminthes,Trematoda,Plagiorchiida,Hirudinellidae,,,FAMILY,ACCEPTED
2537,Didymozoidae,Animalia,Platyhelminthes,Trematoda,Plagiorchiida,Didymozoidae,,,FAMILY,ACCEPTED
2538,Cylindrorchiidae,Animalia,Platyhelminthes,Trematoda,Plagiorchiida,Dictysarcidae,,,FAMILY,SYNONYM
2539,Bivesiculidae,Animalia,Platyhelminthes,Trematoda,Plagiorchiida,Bivesiculidae,,,FAMILY,ACCEPTED
2540,Arnolidae,Animalia,Platyhelminthes,Trematoda,,Arnolidae,,,FAMILY,ACCEPTED
2541,Albulatrematidae,Animalia,Platyhelminthes,Trematoda,,Albulatrematidae,,,FAMILY,ACCEPTED
2542,Accacoeliidae,Animalia,Platyhelminthes,Trematoda,Plagiorchiida,Accacoeliidae,,,FAMILY,ACCEPTED
2543,Phyllobothriidae,Animalia,Platyhelminthes,Cestoda,Phyllobothriidea,Phyllobothriidae,,,FAMILY,ACCEPTED
2544,Oncobothriidae,Animalia,Platyhelminthes,Cestoda,Onchoproteocephalidea,Onchobothriidae,,,FAMILY,SYNONYM
2545,Dioecotaeniidae,Animalia,Platyhelminthes,Cestoda,Tetraphyllidea,Dioecotaeniidae,,,FAMILY,ACCEPTED
2546,Halipegidae,Animalia,Platyhelminthes,Trematoda,,Halipegidae,,,FAMILY,ACCEPTED
2547,Nectonemidae,Animalia,Nematomorpha,Nectonematoida,Nectonematoidea,Nectonemidae,,,FAMILY,ACCEPTED
2548,Chordodidae,Animalia,Nematomorpha,Gordioida,Gordioidea,Chordodidae,,,FAMILY,ACCEPTED
2549,Tylenchulidae,Animalia,Nematoda,Chromadorea,Rhabditida,Tylenchulidae,,,FAMILY,ACCEPTED
2551,Iotonchiidae,Animalia,Nematoda,Chromadorea,Rhabditida,Iotonchiidae,,,FAMILY,ACCEPTED
2552,Criconematidae,Animalia,Nematoda,Chromadorea,Rhabditida,Criconematidae,,,FAMILY,ACCEPTED
2553,Anguinidae,Animalia,Nematoda,Chromadorea,Rhabditida,Anguinidae,,,FAMILY,ACCEPTED
2554,Allantonematidae,Animalia,Nematoda,Chromadorea,Rhabditida,Allantonematidae,,,FAMILY,ACCEPTED
2555,Thelaziidae,Animalia,Nematoda,Chromadorea,Rhabditida,Thelaziidae,,,FAMILY,ACCEPTED
2556,Physalopteridae,Animalia,Nematoda,Chromadorea,Rhabditida,Physalopteridae,,,FAMILY,ACCEPTED
2557,Robertiidae,Animalia,Nematoda,Chromadorea,Rhabditida,Thelastomatidae,,,FAMILY,SYNONYM
2558,Pangrolaimidae,Animalia,Nematoda,Chromadorea,Rhabditida,Pangrolaimidae,,,FAMILY,ACCEPTED
2559,Odontorhabditidae,Animalia,Nematoda,Chromadorea,Rhabditida,Rhabditidae,,,FAMILY,SYNONYM
2560,Cephalobidae,Animalia,Nematoda,Chromadorea,Rhabditida,Cephalobidae,,,FAMILY,ACCEPTED
2561,Brevibuccidae,Animalia,Nematoda,Chromadorea,Rhabditida,Brevibuccidae,,,FAMILY,ACCEPTED
2562,Alloionematidae,Animalia,Nematoda,Chromadorea,Rhabditida,Alloionematidae,,,FAMILY,ACCEPTED
2563,Philometridae,Animalia,Nematoda,Chromadorea,Rhabditida,Philometridae,,,FAMILY,ACCEPTED
2564,Cucullanidae,Animalia,Nematoda,Chromadorea,Rhabditida,Cucullanidae,,,FAMILY,ACCEPTED
2565,Anisakidae,Animalia,Nematoda,Chromadorea,Rhabditida,Anisakidae,,,FAMILY,ACCEPTED
2566,Aphelenchoididae,Animalia,Nematoda,Chromadorea,Rhabditida,Aphelenchoididae,,,FAMILY,ACCEPTED
2567,Sphaerolaimidae,Animalia,Nematoda,Chromadorea,Monhysterida,Sphaerolaimidae,,,FAMILY,ACCEPTED
2568,Siphonolaimidae,Animalia,Nematoda,Chromadorea,Monhysterida,Siphonolaimidae,,,FAMILY,ACCEPTED
2569,Scaptrellidae,Animalia,Nematoda,Chromadorea,Monhysterida,Xyalidae,,,FAMILY,SYNONYM
2570,Monhysteridae,Animalia,Nematoda,Chromadorea,Monhysterida,Monhysteridae,,,FAMILY,ACCEPTED
2571,Linhomoeidae,Animalia,Nematoda,Chromadorea,Monhysterida,Linhomoeidae,,,FAMILY,ACCEPTED
2572,Aponchiidae,Animalia,Nematoda,Chromadorea,Desmodorida,Aponchiidae,,,FAMILY,ACCEPTED
2573,Trefusiidae,Animalia,Nematoda,,Enoplida,Trefusiidae,,,FAMILY,ACCEPTED
2574,Thoracostomopsidae,Animalia,Nematoda,,Enoplida,Thoracostomopsidae,,,FAMILY,ACCEPTED
2575,Symplocostomatidae,Animalia,Nematoda,,Enoplida,Symplocostomatidae,,,FAMILY,ACCEPTED
2576,Rhabdodemaniidae,Animalia,Nematoda,,Triplonchida,Rhabdodemaniidae,,,FAMILY,ACCEPTED
2577,Prismatolaimidae,Animalia,Nematoda,,Triplonchida,Prismatolaimidae,,,FAMILY,ACCEPTED
2578,Phanodermatidae,Animalia,Nematoda,,Enoplida,Phanodermatidae,,,FAMILY,ACCEPTED
2579,Oxystominidae,Animalia,Nematoda,,Enoplida,Oxystominidae,,,FAMILY,ACCEPTED
2580,Leptosomatidae,Animalia,Nematoda,,Enoplida,Leptosomatidae,,,FAMILY,ACCEPTED
2581,Enoplidae,Animalia,Nematoda,,Enoplida,Enoplidae,,,FAMILY,ACCEPTED
2582,Cryptonchidae,Animalia,Nematoda,,Mononchida,Cryptonchidae,,,FAMILY,ACCEPTED
2583,Anticomidae,Animalia,Nematoda,,Enoplida,Anticomidae,,,FAMILY,ACCEPTED
2584,Anoplostomatidae,Animalia,Nematoda,,Enoplida,Anoplostomatidae,,,FAMILY,ACCEPTED
2585,Trachypleurosidae,Animalia,Nematoda,,Dorylaimida,Trachypleurosidae,,,FAMILY,ACCEPTED
2586,Oxydiridae,Animalia,Nematoda,,Dorylaimida,Oxydiridae,,,FAMILY,ACCEPTED
2587,Opailaimidae,Animalia,Nematoda,,Dorylaimida,Opailaimidae,,,FAMILY,ACCEPTED
2588,Nygolaimidae,Animalia,Nematoda,,Dorylaimida,Nygolaimidae,,,FAMILY,ACCEPTED
2589,Nygolaimellidae,Animalia,Nematoda,,Dorylaimida,Nygolaimellidae,,,FAMILY,ACCEPTED
2590,Longidoridae,Animalia,Nematoda,,Dorylaimida,Longidoridae,,,FAMILY,ACCEPTED
2591,Leptonchidae,Animalia,Nematoda,,Dorylaimida,Leptonchidae,,,FAMILY,ACCEPTED
2592,Dorylaimidae,Animalia,Nematoda,,Dorylaimida,Dorylaimidae,,,FAMILY,ACCEPTED
2593,Diphterophoridae,Animalia,Nematoda,,Dorylaimida,Diphterophoridae,,,FAMILY,ACCEPTED
2594,Carcharolaimidae,Animalia,Nematoda,,Dorylaimida,Carcharolaimidae,,,FAMILY,ACCEPTED
2595,Campgdoridae,Animalia,Nematoda,,Dorylaimida,Campgdoridae,,,FAMILY,ACCEPTED
2596,Alaimidae,Animalia,Nematoda,,Enoplida,Alaimidae,,,FAMILY,ACCEPTED
2597,Actinolaimidae,Animalia,Nematoda,,Dorylaimida,Actinolaimidae,,,FAMILY,ACCEPTED
2598,Desmoscolecidae,Animalia,Nematoda,Chromadorea,Desmoscolecida,Desmoscolecidae,,,FAMILY,ACCEPTED
2599,Xennellidae,Animalia,Nematoda,,Enoplida,Xennellidae,,,FAMILY,ACCEPTED
2600,Selachinematidae,Animalia,Nematoda,Chromadorea,Chromadorida,Selachinematidae,,,FAMILY,ACCEPTED
2601,Microlaimidae,Animalia,Nematoda,Chromadorea,Desmodorida,Microlaimidae,,,FAMILY,ACCEPTED
2602,Epsilonematidae,Animalia,Nematoda,Chromadorea,Desmodorida,Epsilonematidae,,,FAMILY,ACCEPTED
2603,Draconematidae,Animalia,Nematoda,Chromadorea,Desmodorida,Draconematidae,,,FAMILY,ACCEPTED
2604,Desmodoridae,Animalia,Nematoda,Chromadorea,Desmodorida,Desmodoridae,,,FAMILY,ACCEPTED
2605,Ceramonematidae,Animalia,Nematoda,Chromadorea,Plectida,Ceramonematidae,,,FAMILY,ACCEPTED
2606,Tripyloididae,Animalia,Nematoda,,Enoplida,Tripyloididae,,,FAMILY,ACCEPTED
2607,Plectidae,Animalia,Nematoda,Chromadorea,Plectida,Plectidae,,,FAMILY,ACCEPTED
2608,Leptolaimidae,Animalia,Nematoda,Chromadorea,Plectida,Leptolaimidae,,,FAMILY,ACCEPTED
2609,Isolaimiidae,Animalia,Nematoda,,Isolaimida,Isolaimiidae,,,FAMILY,ACCEPTED
2610,Haliplectidae,Animalia,Nematoda,Chromadorea,Plectida,Haliplectidae,,,FAMILY,ACCEPTED
2611,Aulolaimidae,Animalia,Nematoda,Chromadorea,Plectida,Aulolaimidae,,,FAMILY,ACCEPTED
2612,Chloromyxidae,Animalia,Cnidaria,Myxozoa,Bivalvulida,Chloromyxidae,,,FAMILY,ACCEPTED
2613,Myxidiidae,Animalia,Cnidaria,Myxozoa,Bivalvulida,Myxidiidae,,,FAMILY,ACCEPTED
2615,Desmopteridae,Animalia,Mollusca,Gastropoda,Pteropoda,Desmopteridae,,,FAMILY,ACCEPTED
2616,Cymbuliidae,Animalia,Mollusca,Gastropoda,Pteropoda,Cymbuliidae,,,FAMILY,ACCEPTED
2617,Valloniidae,Animalia,Mollusca,Gastropoda,Stylommatophora,Valloniidae,,,FAMILY,ACCEPTED
2618,Urocoptidae,Animalia,Mollusca,Gastropoda,Stylommatophora,Urocoptidae,,,FAMILY,ACCEPTED
2619,Thysanophoridae,Animalia,Mollusca,Gastropoda,Stylommatophora,Thysanophoridae,,,FAMILY,ACCEPTED
2620,Strobilopsidae,Animalia,Mollusca,Gastropoda,Stylommatophora,Strobilopsidae,,,FAMILY,ACCEPTED
2621,Spiraxidae,Animalia,Mollusca,Gastropoda,Stylommatophora,Spiraxidae,,,FAMILY,ACCEPTED
2622,Sagdidae,Animalia,Mollusca,Gastropoda,Stylommatophora,Sagdidae,,,FAMILY,ACCEPTED
2623,Pupillidae,Animalia,Mollusca,Gastropoda,Stylommatophora,Pupillidae,,,FAMILY,ACCEPTED
2624,Polygyridae,Animalia,Mollusca,Gastropoda,Stylommatophora,Polygyridae,,,FAMILY,ACCEPTED
2625,Oleacinidae,Animalia,Mollusca,Gastropoda,Stylommatophora,Oleacinidae,,,FAMILY,ACCEPTED
2626,Megomphicidae,Animalia,Mollusca,Gastropoda,Stylommatophora,Megomphicidae,,,FAMILY,ACCEPTED
2627,Hygromiidae,Animalia,Mollusca,Gastropoda,Stylommatophora,Hygromiidae,,,FAMILY,ACCEPTED
2628,Helicodiscidae,Animalia,Mollusca,Gastropoda,Stylommatophora,Helicodiscidae,,,FAMILY,ACCEPTED
2629,Arionidae,Animalia,Mollusca,Gastropoda,Stylommatophora,Arionidae,,,FAMILY,ACCEPTED
2630,Achatinidae,Animalia,Mollusca,Gastropoda,Stylommatophora,Achatinidae,,,FAMILY,ACCEPTED
2631,Volvatellidae,Animalia,Mollusca,Gastropoda,,Volvatellidae,,,FAMILY,ACCEPTED
2632,Oxynoidae,Animalia,Mollusca,Gastropoda,,Oxynoidae,,,FAMILY,ACCEPTED
2633,Limapontiidae,Animalia,Mollusca,Gastropoda,,Limapontiidae,,,FAMILY,ACCEPTED
2634,Caliphyllidae,Animalia,Mollusca,Gastropoda,,Hermaeidae,,,FAMILY,SYNONYM
2635,Acmaeidae,Animalia,Mollusca,Gastropoda,,Acmaeidae,,,FAMILY,ACCEPTED
2636,Tritoniidae,Animalia,Mollusca,Gastropoda,Nudibranchia,Tritoniidae,,,FAMILY,ACCEPTED
2638,Tergipedidae,Animalia,Mollusca,Gastropoda,Nudibranchia,Tergipedidae,,,FAMILY,ACCEPTED
2639,Platydorididae,Animalia,Mollusca,Gastropoda,Nudibranchia,Discodorididae,,,FAMILY,SYNONYM
2640,Phylliroidae,Animalia,Mollusca,Gastropoda,Nudibranchia,Phylliroidae,,,FAMILY,ACCEPTED
2641,Madrellidae,Animalia,Mollusca,Gastropoda,Nudibranchia,Madrellidae,,,FAMILY,ACCEPTED
2642,Kentrodorididae,Animalia,Mollusca,Gastropoda,Nudibranchia,Discodorididae,,,FAMILY,PROPARTE_SYNONYM
2643,Janolidae,Animalia,Mollusca,Gastropoda,Nudibranchia,Janolidae,,,FAMILY,ACCEPTED
2644,Heterodorididae,Animalia,Mollusca,Gastropoda,Nudibranchia,Heterodorididae,,,FAMILY,ACCEPTED
2645,Gonieolididae,Animalia,Mollusca,Gastropoda,Nudibranchia,Goniaeolididae,,,FAMILY,SYNONYM
2646,Eubranchidae,Animalia,Mollusca,Gastropoda,Nudibranchia,Eubranchidae,,,FAMILY,ACCEPTED
2647,Dorididae,Animalia,Mollusca,Gastropoda,Nudibranchia,Dorididae,,,FAMILY,ACCEPTED
2648,Dendronotidae,Animalia,Mollusca,Gastropoda,Nudibranchia,Dendronotidae,,,FAMILY,ACCEPTED
2649,Corambidae,Animalia,Mollusca,Gastropoda,Nudibranchia,Corambidae,,,FAMILY,ACCEPTED
2650,Conualeviidae,Animalia,Mollusca,Gastropoda,Nudibranchia,Conualeviidae,,,FAMILY,ACCEPTED
2651,Babakinidae,Animalia,Mollusca,Gastropoda,Nudibranchia,Babakinidae,,,FAMILY,ACCEPTED
2652,Asteronotidae,Animalia,Mollusca,Gastropoda,Nudibranchia,Asteronotidae,,,FAMILY,ACCEPTED
2653,Arminidae,Animalia,Mollusca,Gastropoda,Nudibranchia,Arminidae,,,FAMILY,ACCEPTED
2654,Aeolidiidae,Animalia,Mollusca,Gastropoda,Nudibranchia,Aeolidiidae,,,FAMILY,ACCEPTED
2655,Actinocyclidae,Animalia,Mollusca,Gastropoda,Nudibranchia,Actinocyclidae,,,FAMILY,ACCEPTED
2656,Tylodinidae,Animalia,Mollusca,Gastropoda,Umbraculida,Tylodinidae,,,FAMILY,ACCEPTED
2657,Phenacolepadidae,Animalia,Mollusca,Gastropoda,Cycloneritida,Phenacolepadidae,,,FAMILY,ACCEPTED
2658,Neritidae,Animalia,Mollusca,Gastropoda,Cycloneritida,Neritidae,,,FAMILY,ACCEPTED
2659,Truncatellidae,Animalia,Mollusca,Gastropoda,Littorinimorpha,Truncatellidae,,,FAMILY,ACCEPTED
2660,Triphoridae,Animalia,Mollusca,Gastropoda,,Triphoridae,,,FAMILY,ACCEPTED
2661,Tonnidae,Animalia,Mollusca,Gastropoda,Littorinimorpha,Tonnidae,,,FAMILY,ACCEPTED
2662,Siliquariidae,Animalia,Mollusca,Gastropoda,,Siliquariidae,,,FAMILY,ACCEPTED
2663,Ranellidae,Animalia,Mollusca,Gastropoda,Littorinimorpha,Ranellidae,,,FAMILY,ACCEPTED
2664,Pterotracheidae,Animalia,Mollusca,Gastropoda,Littorinimorpha,Pterotracheidae,,,FAMILY,ACCEPTED
2665,Pleuroceridae,Animalia,Mollusca,Gastropoda,,Pleuroceridae,,,FAMILY,ACCEPTED
2666,Ovulidae,Animalia,Mollusca,Gastropoda,Littorinimorpha,Ovulidae,,,FAMILY,ACCEPTED
2667,Obtortionidae,Animalia,Mollusca,Gastropoda,,Scaliolidae,,,FAMILY,SYNONYM
2668,Littorinidae,Animalia,Mollusca,Gastropoda,Littorinimorpha,Littorinidae,,,FAMILY,ACCEPTED
2669,Litiopidae,Animalia,Mollusca,Gastropoda,,Litiopidae,,,FAMILY,ACCEPTED
2670,Lamellariidae,Animalia,Mollusca,Gastropoda,Littorinimorpha,Velutinidae,,,FAMILY,SYNONYM
2671,Hydrobiidae,Animalia,Mollusca,Gastropoda,Littorinimorpha,Hydrobiidae,,,FAMILY,ACCEPTED
2672,Haloceratidae,Animalia,Mollusca,Gastropoda,Littorinimorpha,Haloceratidae,,,FAMILY,ACCEPTED
2673,Epitoniidae,Animalia,Mollusca,Gastropoda,,Epitoniidae,,,FAMILY,ACCEPTED
2674,Elachisinidae,Animalia,Mollusca,Gastropoda,Littorinimorpha,Elachisinidae,,,FAMILY,ACCEPTED
2675,Cypraeidae,Animalia,Mollusca,Gastropoda,Littorinimorpha,Cypraeidae,,,FAMILY,ACCEPTED
2676,Cerithiopsidae,Animalia,Mollusca,Gastropoda,,Cerithiopsidae,,,FAMILY,ACCEPTED
2677,Bursidae,Animalia,Mollusca,Gastropoda,Littorinimorpha,Bursidae,,,FAMILY,ACCEPTED
2678,Bithyniidae,Animalia,Mollusca,Gastropoda,Littorinimorpha,Bithyniidae,,,FAMILY,ACCEPTED
2679,Batillariidae,Animalia,Mollusca,Gastropoda,,Batillariidae,,,FAMILY,ACCEPTED
2680,Barleeiidae,Animalia,Mollusca,Gastropoda,Littorinimorpha,Barleeiidae,,,FAMILY,ACCEPTED
2681,Atlantidae,Animalia,Mollusca,Gastropoda,Littorinimorpha,Atlantidae,,,FAMILY,ACCEPTED
2682,Aporrhaididae,Animalia,Mollusca,Gastropoda,Littorinimorpha,Aporrhaidae,,,FAMILY,SYNONYM
2683,Annulariidae,Animalia,Mollusca,Gastropoda,Littorinimorpha,Annulariidae,,,FAMILY,ACCEPTED
2684,Volutomitridae,Animalia,Mollusca,Gastropoda,Neogastropoda,Volutomitridae,,,FAMILY,ACCEPTED
2685,Terebridae,Animalia,Mollusca,Gastropoda,Neogastropoda,Terebridae,,,FAMILY,ACCEPTED
2686,Strictispiridae,Animalia,Mollusca,Gastropoda,Neogastropoda,Pseudomelatomidae,,,FAMILY,SYNONYM
2687,Olividae,Animalia,Mollusca,Gastropoda,Neogastropoda,Olividae,,,FAMILY,ACCEPTED
2688,Nassariidae,Animalia,Mollusca,Gastropoda,Neogastropoda,Nassariidae,,,FAMILY,ACCEPTED
2689,Marginellidae,Animalia,Mollusca,Gastropoda,Neogastropoda,Marginellidae,,,FAMILY,ACCEPTED
2690,Magilidae,Animalia,Mollusca,Gastropoda,Neogastropoda,Magilidae,,,FAMILY,ACCEPTED
2691,Cystiscidae,Animalia,Mollusca,Gastropoda,Neogastropoda,Cystiscidae,,,FAMILY,ACCEPTED
2692,Coralliophilidae,Animalia,Mollusca,Gastropoda,Neogastropoda,Coralliophilidae,,,FAMILY,ACCEPTED
2693,Columbellidae,Animalia,Mollusca,Gastropoda,Neogastropoda,Columbellidae,,,FAMILY,ACCEPTED
2694,Columbariidae,Animalia,Mollusca,Gastropoda,Neogastropoda,Columbariidae,,,FAMILY,ACCEPTED
2696,Buccinidae,Animalia,Mollusca,Gastropoda,Neogastropoda,Buccinidae,,,FAMILY,ACCEPTED
2697,Stiliferidae,Animalia,Mollusca,Gastropoda,Littorinimorpha,Eulimidae,,,FAMILY,SYNONYM
2698,Pomatiopsidae,Animalia,Mollusca,Gastropoda,Littorinimorpha,Pomatiopsidae,,,FAMILY,ACCEPTED
2699,Valvatidae,Animalia,Mollusca,Gastropoda,,Valvatidae,,,FAMILY,ACCEPTED
2700,Rissoellidae,Animalia,Mollusca,Gastropoda,,Rissoellidae,,,FAMILY,ACCEPTED
2701,Ebalidae,Animalia,Mollusca,Gastropoda,,Murchisonellidae,,,FAMILY,SYNONYM
2702,Cornirostridae,Animalia,Mollusca,Gastropoda,,Cornirostridae,,,FAMILY,ACCEPTED
2703,Architectonicidae,Animalia,Mollusca,Gastropoda,,Architectonicidae,,,FAMILY,ACCEPTED
2704,Amathinidae,Animalia,Mollusca,Gastropoda,,Amathinidae,,,FAMILY,ACCEPTED
2705,Acteonidae,Animalia,Mollusca,Gastropoda,Cephalaspidea,Acteonidae,,,FAMILY,ACCEPTED
2706,Thliptodontidae,Animalia,Mollusca,Gastropoda,Pteropoda,Clionidae,,,FAMILY,SYNONYM
2707,Pneumodermatidae,Animalia,Mollusca,Gastropoda,Pteropoda,Pneumodermatidae,,,FAMILY,ACCEPTED
2708,Notobranchaeidae,Animalia,Mollusca,Gastropoda,Pteropoda,Notobranchaeidae,,,FAMILY,ACCEPTED
2709,Pseudaliidae,Animalia,Nematoda,Chromadorea,Rhabditida,Pseudaliidae,,,FAMILY,ACCEPTED
